video_title,views,likes,comments,published_date,like_ratio,view_ratio,comment_ratio,month,year,day_of_month,week_of_year,quarter,is_weekend,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,channel_title_3blue1brown,channel_title_CodeWithHarry,channel_title_GoogleDevelopers,channel_title_JomaTech,channel_title_LukeBarousse,channel_title_TechWithTim,channel_title_TheCodingTrain,channel_title_TheNetNinja,channel_title_WelchLabs,channel_title_aiExplained,channel_title_codebasics,channel_title_coreyms,channel_title_freecodecamp,channel_title_krishnaik06,channel_title_mlstreettalk,channel_title_realpython,channel_title_sentdex,channel_title_simplilearn,channel_title_statquest,log_views,is_viral
🌟Most important skill for a Data Analyst!🌟#codebasics #shorts #dataanalysis #data #datascience,5364,166,11,2023-10-28,0.030947054436986747,487.6363636319306,0.0020507084265473144,10,2023,28,43,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.587651655064798,0
✅This is how you get to TOP 10%📈 of data aspirants!🤩#codebasics #shorts #dataanalysis #data,4845,354,2,2023-10-26,0.07306501547987465,2422.499999878875,0.00041279669762641047,10,2023,26,43,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.48590890137647,0
✅One Key Difference Between Average & Great Data Analyst! #codebasics #shorts,16046,801,4,2023-10-23,0.04991898292409292,4011.4999998997123,0.00024928331048236165,10,2023,23,43,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.68327719519936,0
15 Resources to Improve Your Domain Knowledge! 📈#codebasics #shorts #dataanalysis #data #datascience,8861,731,18,2023-10-19,0.08249633224240963,492.277777775043,0.0020313734341496216,10,2023,19,42,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.089527751759436,0
8 Projects for Your Data Analyst Resume! 📽️🤩#codebasics #shorts #dataanalysis #data #dataanalytics,248685,18306,38,2023-10-17,0.07361119488509557,6544.342105245935,0.00015280374771297017,10,2023,17,42,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12.423946335484846,1
This is more important than the formal education! 🤫 #shorts #dataanalysis #data #dataanalytics,3596,223,8,2023-10-14,0.062013348164625635,449.49999999438126,0.002224694104560561,10,2023,14,41,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.187855443695623,0
Mechanical Engineer to Deep Learning Engineer with 2X Salary!,26556,753,45,2023-10-12,0.028355173971983626,590.133333332022,0.0016945323090826869,10,2023,12,41,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.187048645403605,0
12 Best Practices For Data Analytics Project! 📊💡,22751,638,21,2023-10-04,0.028042723396773647,1083.3809523757934,0.0009230363500505433,10,2023,4,40,4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.032408332602968,0
Future of Data Analytics belong to those.... #codebasics #shorts #dataanalysis #data,18146,1274,12,2023-10-01,0.07020831037143134,1512.1666666540652,0.0006613027664499027,10,2023,1,39,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.806260536775024,0
Now ChatGPT can Read and Hear!!! 🤩🫡#codebasics #shorts #dataanalysis #data,20028,678,5,2023-09-29,0.03385260635110828,4005.599999919888,0.0002496504893149578,9,2023,29,39,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.904936502301233,0
Not getting interview call?😕💡 #codebasics #shorts #dataanalysis #data,4739,204,0,2023-09-26,0.043047056340999305,47390000000000.0,0.0,9,2023,26,39,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.463792414689122,0
Data Visualization Tip: Ribbon Chart 💡📊 #codebasics #shorts #dataanalysis #data,8324,559,4,2023-09-25,0.06715521383949943,2080.999999947975,0.0004805382027871158,9,2023,25,39,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.027018314848645,0
8 Portals for Datasets🤯#codebasics #shorts #dataanalysis #data,22675,2984,14,2023-09-24,0.13159867695700053,1619.6428571312883,0.0006174200661521473,9,2023,24,38,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.029062375444195,0
Mom with 6 Years Career Break! 🤯#codebasics #shorts #dataanalysis #data,13773,531,10,2023-09-19,0.03855369200609861,1377.299999986227,0.0007260582298700303,9,2023,19,38,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.530538036104643,0
Not Getting an Interview Call?😕 #codebasics #shorts #dataanalysis #data,14212,1311,14,2023-09-16,0.09224598930481219,1015.1428571356062,0.0009850830284266747,9,2023,16,37,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.561912317739012,0
This Attitude YOU NEED in Data Field! 📈✅ #codebasics #shorts #dataanalysis #data,65132,4151,47,2023-09-15,0.06373211324694457,1385.7872340396048,0.0007216114966529498,9,2023,15,37,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11.084186612202346,0
Art of Asking Questions!🎨💡 #codebasics #shorts #dataanalysis #data,10918,562,6,2023-09-14,0.051474629052939626,1819.666666636339,0.0005495511998534479,9,2023,14,37,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.298259670014065,0
Data Analyst Roadmap 2023 🚀,45809,3787,55,2023-09-04,0.0826693444519634,832.8909090893948,0.0012006374293261123,9,2023,4,36,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.732257686880788,0
Search Skill OR Memorization Skill? 😕 #dataanalysis #datascience #data #shorts,12655,1095,27,2023-08-28,0.08652706440142167,468.7037037019678,0.0021335440537336853,8,2023,28,35,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.445886690007436,0
He became a data analyst at age 51! 👨‍⚕️➡📊😲 #dataanalytics #data #datascience #shorts,11086,575,13,2023-08-23,0.05186721991701198,852.769230762671,0.001172650189428097,8,2023,23,34,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.313528529772352,0
LLM Explained |  What is LLM,299230,8218,236,2023-08-22,0.027463823814457097,1267.923728813022,0.0007886909734986463,8,2023,22,34,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12.608971129341022,1
5 Dashboarding Tips💡 #shorts #dataanalytics #data #datascience,5135,380,1,2023-08-19,0.0740019474196675,5134.9999994865,0.00019474196689386183,8,2023,19,33,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.544029845369797,0
Business Math & Statistics Using Excel For Data Analysts and Data Scientists,324472,7633,210,2023-07-21,0.023524371902660313,1545.1047619040262,0.0006472053058507358,7,2023,21,29,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12.689957606733897,1
How to use ChatGPT on your data - End to End Project | OpenAI Function Calling For Beginners,31188,870,61,2023-07-12,0.027895344363216532,511.278688523752,0.0019558804668462168,7,2023,12,28,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.347820747529674,0
LangChain Crash Course For Beginners | LangChain Tutorial,445529,10753,349,2023-06-30,0.02413535370312594,1276.5873925497776,0.0007833384583270671,6,2023,30,26,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,13.0070198636931,1
Hacks for Moms With a Career Break to Become a Data Analyst [Unfiltered Process],31023,988,79,2023-05-25,0.03184733907101173,392.69620253114846,0.002546497759726646,5,2023,25,21,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.342516377482433,0
Watch this if you have a CAREER GAP,24630,1714,42,2023-05-16,0.06958993097848125,586.4285714271751,0.0017052375152253282,5,2023,16,20,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.11176109118361,0
How Omdena helped her get a Data Scientist job!,11630,437,31,2023-02-11,0.037575236457437336,375.1612903213705,0.0026655202063628316,2,2023,11,6,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.36142922633904,0
Team Codebasics UNITED 🔥🎇,24485,1478,26,2023-02-08,0.060363487849703655,941.7307692271472,0.0010618746171125136,2,2023,8,6,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.105856804633861,0
Can I learn data science if I am more than 30?,18755,1022,121,2023-02-07,0.05449213543055157,154.9999999998719,0.006451612903225773,2,2023,7,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.839268980209477,0
5 Projects for a Data Analyst Job | All Materials Included,365669,11190,161,2023-01-21,0.030601445569627166,2271.23602484331,0.0004402888951483444,1,2023,21,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12.809486566317991,1
Resume Challenge #3 Winner Announcement: Insights to the Executive Team in the Telecom Domain,3619,85,3,2023-01-13,0.023487151146724967,1206.3333332931222,0.0008289582757667635,1,2023,13,2,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.194229304819817,0
5 Unique Python Project Ideas for Your Resume | Python Projects for Beginners to Advanced,221656,6088,60,2022-12-28,0.027465983325513397,3694.2666666605096,0.00027068971739993493,12,2022,28,52,4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12.308886420996425,1
7 Job Options After Learning Python | Python Career Opportunities,130022,3293,100,2022-12-09,0.02532648321053358,1300.2199999986997,0.0007691006137422892,12,2022,9,49,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11.7754666368656,1
Future belongs to those...,38733,2618,24,2022-11-22,0.06759094312343462,1613.8749999932757,0.0006196266749283541,11,2022,22,47,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.564473046287677,0
SQL Course Live Now On Codebasics.io | SQL For Beginner and Advanced Users,50227,772,79,2022-11-17,0.01537021920481013,635.7848101257774,0.0015728592191450782,11,2022,17,46,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.824327919108855,0
fastText Tutorial | Train Custom Word Vectors in fastText | NLP Tutorial For Beginners - S2 E12,48922,1041,65,2022-10-22,0.02127877028739622,752.6461538449959,0.001328645599116959,10,2022,22,42,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.798002912532443,0
News classification using Gensim word vectors: NLP Tutorial For Beginners - S2 E11,25277,960,46,2022-10-11,0.03797919056850086,549.4999999988054,0.0018198362147406662,10,2022,11,41,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.137689731207072,0
